providerName,resourceType,supportsTags,costReport
Microsoft.Media,mediaservices/assets/assetFilters,FALSE,FALSE
Microsoft.Media,mediaservices/contentKeyPolicies,FALSE,FALSE
Microsoft.Media,mediaservices/eventGridFilters,FALSE,FALSE
Microsoft.Media,mediaservices/liveEventOperations,FALSE,FALSE
Microsoft.Media,mediaservices/liveEvents,TRUE,TRUE
Microsoft.Media,mediaservices/liveEvents/liveOutputs,FALSE,FALSE
Microsoft.Media,mediaservices/liveOutputOperations,FALSE,FALSE
Microsoft.Media,mediaservices/streamingEndpointOperations,FALSE,FALSE
Microsoft.Media,mediaservices/streamingEndpoints,TRUE,TRUE
Microsoft.Media,mediaservices/streamingLocators,FALSE,FALSE
Microsoft.Media,mediaservices/streamingPolicies,FALSE,FALSE
Microsoft.Media,mediaservices/transforms,FALSE,FALSE
Microsoft.Media,mediaservices/transforms/jobs,FALSE,FALSE
Microsoft.Migrate,projects,TRUE,TRUE
Microsoft.Network,applicationGateways,TRUE,FALSE
Microsoft.Network,applicationSecurityGroups,TRUE,TRUE
Microsoft.Network,azureFirewallFqdnTags,FALSE,FALSE
Microsoft.Network,azureFirewalls,TRUE,FALSE
Microsoft.Network,bgpServiceCommunities,FALSE,FALSE
Microsoft.Network,connections,TRUE,TRUE
Microsoft.Network,ddosCustomPolicies,TRUE,TRUE
Microsoft.Network,ddosProtectionPlans,TRUE,TRUE
Microsoft.Network,dnsOperationStatuses,FALSE,FALSE
Microsoft.Network,dnszones,TRUE,TRUE
Microsoft.Network,dnszones/A,FALSE,FALSE
Microsoft.Network,dnszones/AAAA,FALSE,FALSE
Microsoft.Network,dnszones/all,FALSE,FALSE
Microsoft.Network,dnszones/CAA,FALSE,FALSE
Microsoft.Network,dnszones/CNAME,FALSE,FALSE
Microsoft.Network,dnszones/MX,FALSE,FALSE
Microsoft.Network,dnszones/NS,FALSE,FALSE
Microsoft.Network,dnszones/PTR,FALSE,FALSE
Microsoft.Network,dnszones/recordsets,FALSE,FALSE
Microsoft.Network,dnszones/SOA,FALSE,FALSE
Microsoft.Network,dnszones/SRV,FALSE,FALSE
Microsoft.Network,dnszones/TXT,FALSE,FALSE
Microsoft.Network,expressRouteCircuits,FALSE,FALSE
Microsoft.Network,expressRouteServiceProviders,FALSE,FALSE
Microsoft.Network,frontdoors,FALSE,TRUE
Microsoft.Network,frontdoorWebApplicationFirewallPolicies,FALSE,TRUE
Microsoft.Network,getDnsResourceReference,FALSE,FALSE
Microsoft.Network,interfaceEndpoints,TRUE,TRUE
Microsoft.Network,internalNotify,FALSE,FALSE
Microsoft.Network,loadBalancers,TRUE,FALSE
Microsoft.Network,localNetworkGateways,TRUE,TRUE
Microsoft.Network,natGateways,TRUE,TRUE
Microsoft.Network,networkIntentPolicies,TRUE,TRUE
Microsoft.Network,networkInterfaces,TRUE,TRUE
Microsoft.Network,networkProfiles,TRUE,TRUE
Microsoft.Network,networkSecurityGroups,TRUE,TRUE
Microsoft.Network,networkWatchers,TRUE,FALSE
Microsoft.Network,networkWatchers/connectionMonitors,TRUE,FALSE
Microsoft.Network,networkWatchers/lenses,TRUE,FALSE
Microsoft.Network,networkWatchers/pingMeshes,TRUE,FALSE
Microsoft.Network,privateLinkServices,TRUE,TRUE
Microsoft.Network,publicIPAddresses,TRUE,TRUE
Microsoft.Network,publicIPPrefixes,TRUE,TRUE
Microsoft.Network,routeFilters,TRUE,TRUE
Microsoft.Network,routeTables,TRUE,TRUE
Microsoft.Network,serviceEndpointPolicies,TRUE,TRUE
Microsoft.Network,trafficManagerGeographicHierarchies,FALSE,FALSE
Microsoft.Network,trafficmanagerprofiles,TRUE,TRUE
Microsoft.Network,trafficmanagerprofiles/heatMaps,FALSE,FALSE
Microsoft.Network,virtualHubs,TRUE,TRUE
Microsoft.Network,virtualNetworkGateways,TRUE,TRUE
Microsoft.Network,virtualNetworks,TRUE,TRUE
Microsoft.Network,virtualNetworks/subnets,FALSE,FALSE
Microsoft.Network,virtualNetworkTaps,TRUE,TRUE
Microsoft.Network,virtualWans,TRUE,TRUE
Microsoft.Network,vpnGateways,TRUE,FALSE
Microsoft.Network,vpnSites,TRUE,TRUE
Microsoft.Network,webApplicationFirewallPolicies,TRUE,TRUE
Microsoft.NotificationHubs,namespaces,TRUE,FALSE
Microsoft.NotificationHubs,namespaces/notificationHubs,TRUE,FALSE
Microsoft.OperationalInsights,devices,FALSE,FALSE
Microsoft.OperationalInsights,linkTargets,FALSE,FALSE
Microsoft.OperationalInsights,storageInsightConfigs,FALSE,FALSE
Microsoft.OperationalInsights,workspaces,TRUE,TRUE
Microsoft.OperationalInsights,workspaces/dataSources,FALSE,FALSE
Microsoft.OperationalInsights,workspaces/linkedServices,FALSE,FALSE
Microsoft.OperationalInsights,workspaces/query,FALSE,FALSE
Microsoft.OperationsManagement,managementassociations,FALSE,FALSE
Microsoft.OperationsManagement,managementconfigurations,TRUE,TRUE
Microsoft.OperationsManagement,solutions,TRUE,TRUE
Microsoft.OperationsManagement,views,TRUE,TRUE
Microsoft.PolicyInsights,policyEvents,FALSE,FALSE
Microsoft.PolicyInsights,policyStates,FALSE,FALSE
Microsoft.PolicyInsights,policyTrackedResources,FALSE,FALSE
Microsoft.PolicyInsights,remediations,FALSE,FALSE
Microsoft.Portal,consoles,FALSE,FALSE
Microsoft.Portal,dashboards,TRUE,TRUE
Microsoft.Portal,userSettings,FALSE,FALSE
Microsoft.PowerBI,workspaceCollections,TRUE,TRUE
Microsoft.PowerBIDedicated,capacities,TRUE,TRUE
Microsoft.ProjectOxford,accounts,TRUE,TRUE
Microsoft.RecoveryServices,backupProtectedItems,FALSE,FALSE
Microsoft.RecoveryServices,vaults,TRUE,TRUE
Microsoft.Relay,namespaces,TRUE,TRUE
Microsoft.Relay,namespaces/authorizationrules,FALSE,FALSE
Microsoft.Relay,namespaces/hybridconnections,FALSE,FALSE
Microsoft.Relay,namespaces/hybridconnections/authorizationrules,FALSE,FALSE
Microsoft.Relay,namespaces/wcfrelays,FALSE,FALSE
Microsoft.Relay,namespaces/wcfrelays/authorizationrules,FALSE,FALSE
Microsoft.ResourceGraph,resources,FALSE,FALSE
Microsoft.ResourceGraph,subscriptionsStatus,FALSE,FALSE
Microsoft.ResourceHealth,availabilityStatuses,FALSE,FALSE
Microsoft.ResourceHealth,childAvailabilityStatuses,FALSE,FALSE
Microsoft.ResourceHealth,childResources,FALSE,FALSE
Microsoft.ResourceHealth,events,FALSE,FALSE
Microsoft.ResourceHealth,impactedResources,FALSE,FALSE
Microsoft.ResourceHealth,notifications,FALSE,FALSE
Microsoft.Resources,deployments,FALSE,FALSE
Microsoft.Resources,deployments/operations,FALSE,FALSE
Microsoft.Resources,links,FALSE,FALSE
Microsoft.Resources,notifyResourceJobs,FALSE,FALSE
Microsoft.Resources,providers,FALSE,FALSE
Microsoft.Resources,resourceGroups,FALSE,FALSE
Microsoft.Resources,resources,FALSE,FALSE
Microsoft.Resources,subscriptions,FALSE,FALSE
Microsoft.Resources,subscriptions/providers,FALSE,FALSE
Microsoft.Resources,subscriptions/resourceGroups,FALSE,FALSE
Microsoft.Resources,subscriptions/resourcegroups/resources,FALSE,FALSE
Microsoft.Resources,subscriptions/resources,FALSE,FALSE
Microsoft.Resources,subscriptions/tagnames,FALSE,FALSE
Microsoft.Resources,subscriptions/tagNames/tagValues,FALSE,FALSE
Microsoft.Resources,tenants,FALSE,FALSE
Microsoft.SaaS,applications,TRUE,TRUE
Microsoft.SaaS,saasresources,FALSE,FALSE
Microsoft.Scheduler,flows,TRUE,TRUE
Microsoft.Scheduler,jobcollections,TRUE,TRUE
Microsoft.Search,resourceHealthMetadata,FALSE,FALSE
Microsoft.Search,searchServices,TRUE,TRUE
Microsoft.Security,advancedThreatProtectionSettings,FALSE,FALSE
Microsoft.Security,alerts,FALSE,FALSE
Microsoft.Security,allowedConnections,FALSE,FALSE
Microsoft.Security,appliances,FALSE,FALSE
Microsoft.Security,applicationWhitelistings,FALSE,FALSE
Microsoft.Security,AutoProvisioningSettings,FALSE,FALSE
Microsoft.Security,Compliances,FALSE,FALSE
Microsoft.Security,dataCollectionAgents,FALSE,FALSE
Microsoft.Security,discoveredSecuritySolutions,FALSE,FALSE
Microsoft.Security,externalSecuritySolutions,FALSE,FALSE
Microsoft.Security,InformationProtectionPolicies,FALSE,FALSE
Microsoft.Security,jitNetworkAccessPolicies,FALSE,FALSE
Microsoft.Security,monitoring,FALSE,FALSE
Microsoft.Security,monitoring/antimalware,FALSE,FALSE
Microsoft.Security,monitoring/baseline,FALSE,FALSE
Microsoft.Security,monitoring/patch,FALSE,FALSE
Microsoft.Security,policies,FALSE,FALSE
Microsoft.Security,pricings,FALSE,FALSE
Microsoft.Security,securityContacts,FALSE,FALSE
Microsoft.Security,securitySolutions,FALSE,FALSE
Microsoft.Security,securitySolutionsReferenceData,FALSE,FALSE
Microsoft.Security,securityStatus,FALSE,FALSE
Microsoft.Security,securityStatus/endpoints,FALSE,FALSE
Microsoft.Security,securityStatus/subnets,FALSE,FALSE
Microsoft.Security,securityStatus/virtualMachines,FALSE,FALSE
Microsoft.Security,securityStatuses,FALSE,FALSE
Microsoft.Security,securityStatusesSummaries,FALSE,FALSE
Microsoft.Security,settings,FALSE,FALSE
Microsoft.Security,tasks,FALSE,FALSE
Microsoft.Security,topologies,FALSE,FALSE
Microsoft.Security,workspaceSettings,FALSE,FALSE
Microsoft.SecurityGraph,diagnosticSettings,FALSE,FALSE
Microsoft.SecurityGraph,diagnosticSettingsCategories,FALSE,FALSE
Microsoft.ServiceBus,namespaces,TRUE,FALSE
Microsoft.ServiceBus,namespaces/authorizationrules,FALSE,FALSE
Microsoft.ServiceBus,namespaces/disasterrecoveryconfigs,FALSE,FALSE
Microsoft.ServiceBus,namespaces/eventgridfilters,FALSE,FALSE
Microsoft.ServiceBus,namespaces/queues,FALSE,FALSE
Microsoft.ServiceBus,namespaces/queues/authorizationrules,FALSE,FALSE
Microsoft.ServiceBus,namespaces/topics,FALSE,FALSE
Microsoft.ServiceBus,namespaces/topics/authorizationrules,FALSE,FALSE
Microsoft.ServiceBus,namespaces/topics/subscriptions,FALSE,FALSE
Microsoft.ServiceBus,namespaces/topics/subscriptions/rules,FALSE,FALSE
Microsoft.ServiceBus,premiumMessagingRegions,FALSE,FALSE
Microsoft.ServiceFabric,clusters,TRUE,TRUE
Microsoft.ServiceFabric,clusters/applications,FALSE,FALSE
Microsoft.ServiceFabricMesh,applications,TRUE,TRUE
Microsoft.ServiceFabricMesh,gateways,TRUE,TRUE
Microsoft.ServiceFabricMesh,networks,TRUE,TRUE
Microsoft.ServiceFabricMesh,secrets,TRUE,TRUE
Microsoft.ServiceFabricMesh,volumes,TRUE,TRUE
Microsoft.SignalRService,SignalR,TRUE,TRUE
Microsoft.Solutions,applianceDefinitions,TRUE,TRUE
Microsoft.Solutions,appliances,TRUE,TRUE
Microsoft.Solutions,applicationDefinitions,TRUE,TRUE
Microsoft.Solutions,applications,TRUE,TRUE
Microsoft.Solutions,jitRequests,TRUE,TRUE
Microsoft.SQL,managedInstances,TRUE,TRUE
Microsoft.SQL,managedInstances/databases,FALSE,TRUE
Microsoft.SQL,managedInstances/databases/backupShortTermRetentionPolicies,FALSE,FALSE
Microsoft.SQL,managedInstances/databases/schemas/tables/columns/sensitivityLabels,FALSE,FALSE
Microsoft.SQL,managedInstances/databases/vulnerabilityAssessments,FALSE,FALSE
Microsoft.SQL,managedInstances/databases/vulnerabilityAssessments/rules/baselines,FALSE,FALSE
Microsoft.SQL,managedInstances/encryptionProtector,FALSE,FALSE
Microsoft.SQL,managedInstances/keys,FALSE,FALSE
Microsoft.SQL,managedInstances/restorableDroppedDatabases/backupShortTermRetentionPolicies,FALSE,FALSE
Microsoft.SQL,managedInstances/vulnerabilityAssessments,FALSE,FALSE
Microsoft.SQL,servers,TRUE,TRUE
Microsoft.SQL,servers/administrators,FALSE,FALSE
Microsoft.SQL,servers/communicationLinks,FALSE,FALSE
Microsoft.SQL,servers/databases,FALSE,TRUE
Microsoft.SQL,servers/encryptionProtector,FALSE,FALSE
Microsoft.SQL,servers/firewallRules,FALSE,FALSE
Microsoft.SQL,servers/keys,FALSE,FALSE
Microsoft.SQL,servers/restorableDroppedDatabases,FALSE,FALSE
Microsoft.SQL,servers/serviceobjectives,FALSE,FALSE
Microsoft.SQL,servers/tdeCertificates,FALSE,FALSE
Microsoft.SqlVirtualMachine,SqlVirtualMachineGroups,TRUE,TRUE
Microsoft.SqlVirtualMachine,SqlVirtualMachineGroups/AvailabilityGroupListeners,FALSE,FALSE
Microsoft.SqlVirtualMachine,SqlVirtualMachines,TRUE,TRUE
Microsoft.Storage,storageAccounts,TRUE,TRUE
Microsoft.Storage,storageAccounts/blobServices,FALSE,FALSE
Microsoft.Storage,storageAccounts/fileServices,FALSE,FALSE
Microsoft.Storage,storageAccounts/queueServices,FALSE,FALSE
Microsoft.Storage,storageAccounts/services,FALSE,FALSE
Microsoft.Storage,storageAccounts/tableServices,FALSE,FALSE
Microsoft.Storage,usages,FALSE,FALSE
Microsoft.StorageSync,storageSyncServices,TRUE,TRUE
Microsoft.StorageSync,storageSyncServices/registeredServers,FALSE,FALSE
Microsoft.StorageSync,storageSyncServices/syncGroups,FALSE,FALSE
Microsoft.StorageSync,storageSyncServices/syncGroups/cloudEndpoints,FALSE,FALSE
Microsoft.StorageSync,storageSyncServices/syncGroups/serverEndpoints,FALSE,FALSE
Microsoft.StorageSync,storageSyncServices/workflows,FALSE,FALSE
Microsoft.StorSimple,managers,TRUE,TRUE
Microsoft.StreamAnalytics,streamingjobs,FALSE,TRUE
Microsoft.StreamAnalytics,streamingjobs/diagnosticSettings,FALSE,FALSE
Microsoft.Subscription,CreateSubscription,FALSE,FALSE
Microsoft.Subscription,SubscriptionDefinitions,FALSE,FALSE
Microsoft.Subscription,SubscriptionOperations,FALSE,FALSE
microsoft.support,supporttickets,FALSE,FALSE
Microsoft.TerraformOSS,providerRegistrations,TRUE,TRUE
Microsoft.TerraformOSS,resources,TRUE,TRUE
Microsoft.TimeSeriesInsights,environments,TRUE,FALSE
Microsoft.TimeSeriesInsights,environments/accessPolicies,FALSE,FALSE
Microsoft.TimeSeriesInsights,environments/eventsources,TRUE,FALSE
Microsoft.TimeSeriesInsights,environments/referenceDataSets,TRUE,FALSE
microsoft.visualstudio,account,TRUE,TRUE
microsoft.visualstudio,account/extension,TRUE,TRUE
microsoft.visualstudio,account/project,TRUE,TRUE
Microsoft.Web,apiManagementAccounts,FALSE,FALSE
Microsoft.Web,apiManagementAccounts/apiAcls,FALSE,FALSE
Microsoft.Web,apiManagementAccounts/apis,FALSE,FALSE
Microsoft.Web,apiManagementAccounts/apis/apiAcls,FALSE,FALSE
Microsoft.Web,apiManagementAccounts/apis/connectionAcls,FALSE,FALSE
Microsoft.Web,apiManagementAccounts/apis/connections,FALSE,FALSE
Microsoft.Web,apiManagementAccounts/apis/connections/connectionAcls,FALSE,FALSE
Microsoft.Web,apiManagementAccounts/apis/localizedDefinitions,FALSE,FALSE
Microsoft.Web,apiManagementAccounts/connectionAcls,FALSE,FALSE
Microsoft.Web,apiManagementAccounts/connections,FALSE,FALSE
Microsoft.Web,billingMeters,FALSE,FALSE
Microsoft.Web,certificates,TRUE,TRUE
Microsoft.Web,connectionGateways,TRUE,TRUE
Microsoft.Web,connections,TRUE,TRUE
Microsoft.Web,customApis,TRUE,TRUE
Microsoft.Web,deletedSites,FALSE,FALSE
Microsoft.Web,functions,FALSE,FALSE
Microsoft.Web,hostingEnvironments,TRUE,TRUE
Microsoft.Web,hostingEnvironments/multiRolePools,FALSE,FALSE
Microsoft.Web,hostingEnvironments/multiRolePools/instances,FALSE,FALSE
Microsoft.Web,hostingEnvironments/workerPools,FALSE,FALSE
Microsoft.Web,hostingEnvironments/workerPools/instances,FALSE,FALSE
Microsoft.Web,publishingUsers,FALSE,FALSE
Microsoft.Web,recommendations,FALSE,FALSE
Microsoft.Web,resourceHealthMetadata,FALSE,FALSE
Microsoft.Web,runtimes,FALSE,FALSE
Microsoft.Web,serverFarms,TRUE,TRUE
Microsoft.Web,serverFarms/workers,FALSE,FALSE
Microsoft.Web,sites,TRUE,TRUE
Microsoft.Web,sites/domainOwnershipIdentifiers,FALSE,FALSE
Microsoft.Web,sites/hostNameBindings,FALSE,FALSE
Microsoft.Web,sites/instances,FALSE,FALSE
Microsoft.Web,sites/instances/extensions,FALSE,FALSE
Microsoft.Web,sites/premieraddons,TRUE,TRUE
Microsoft.Web,sites/recommendations,FALSE,FALSE
Microsoft.Web,sites/resourceHealthMetadata,FALSE,FALSE
Microsoft.Web,sites/slots,TRUE,TRUE
Microsoft.Web,sites/slots/hostNameBindings,FALSE,FALSE
Microsoft.Web,sites/slots/instances,FALSE,FALSE
Microsoft.Web,sites/slots/instances/extensions,FALSE,FALSE
Microsoft.Web,sourceControls,FALSE,FALSE
Microsoft.Web,validate,FALSE,FALSE
Microsoft.Web,verifyHostingEnvironmentVnet,FALSE,FALSE
Microsoft.WindowsDefenderATP,diagnosticSettings,FALSE,FALSE
Microsoft.WindowsDefenderATP,diagnosticSettingsCategories,FALSE,FALSE
Microsoft.WindowsIoT,DeviceServices,TRUE,TRUE
Microsoft.WorkloadMonitor,components,FALSE,FALSE
Microsoft.WorkloadMonitor,componentsSummary,FALSE,FALSE
Microsoft.WorkloadMonitor,monitorInstances,FALSE,FALSE
Microsoft.WorkloadMonitor,monitorInstancesSummary,FALSE,FALSE
Microsoft.WorkloadMonitor,monitors,FALSE,FALSE
Microsoft.WorkloadMonitor,notificationSettings,FALSE,FALSE
