providerName,resourceType,completeModeDeletion
Microsoft.ConnectedVMwarevSphere,Clusters,FALSE
Microsoft.ConnectedVMwarevSphere,Datastores,FALSE
Microsoft.ConnectedVMwarevSphere,Hosts,FALSE
Microsoft.ConnectedVMwarevSphere,ResourcePools,FALSE
Microsoft.ConnectedVMwarevSphere,VCenters,FALSE
Microsoft.ConnectedVMwarevSphere,VCenters / InventoryItems,FALSE
Microsoft.ConnectedVMwarevSphere,VirtualMachines,FALSE
Microsoft.ConnectedVMwarevSphere,VirtualMachines / Extensions,TRUE
Microsoft.ConnectedVMwarevSphere,VirtualMachines / GuestAgents,FALSE
Microsoft.ConnectedVMwarevSphere,VirtualMachines / HybridIdentityMetadata,FALSE
Microsoft.ConnectedVMwarevSphere,VirtualMachineTemplates,FALSE
Microsoft.ConnectedVMwarevSphere,VirtualNetworks,FALSE
Microsoft.Consumption,AggregatedCost,FALSE
Microsoft.Consumption,Balances,FALSE
Microsoft.Consumption,Budgets,FALSE
Microsoft.Consumption,Charges,FALSE
Microsoft.Consumption,CostTags,FALSE
Microsoft.Consumption,credits,FALSE
Microsoft.Consumption,events,FALSE
Microsoft.Consumption,Forecasts,FALSE
Microsoft.Consumption,lots,FALSE
Microsoft.Consumption,Marketplaces,FALSE
Microsoft.Consumption,Pricesheets,FALSE
Microsoft.Consumption,products,FALSE
Microsoft.Consumption,ReservationDetails,FALSE
Microsoft.Consumption,ReservationRecommendationDetails,FALSE
Microsoft.Consumption,ReservationRecommendations,FALSE
Microsoft.Consumption,ReservationSummaries,FALSE
Microsoft.Consumption,ReservationTransactions,FALSE
Microsoft.Consumption,Tags,FALSE
Microsoft.Consumption,tenants,FALSE
Microsoft.Consumption,Terms,FALSE
Microsoft.Consumption,UsageDetails,FALSE
Microsoft.ContainerInstance,containerGroups,TRUE
Microsoft.ContainerInstance,serviceAssociationLinks,FALSE
Microsoft.ContainerRegistry,registries,TRUE
Microsoft.ContainerRegistry,registries / agentPools,TRUE
Microsoft.ContainerRegistry,registries / builds,FALSE
Microsoft.ContainerRegistry,registries / builds / cancel,FALSE
Microsoft.ContainerRegistry,registries / builds / getLogLink,FALSE
Microsoft.ContainerRegistry,registries / buildTasks,TRUE
Microsoft.ContainerRegistry,registries / buildTasks / steps,FALSE
Microsoft.ContainerRegistry,registries / connectedRegistries,FALSE
Microsoft.ContainerRegistry,registries / connectedRegistries / deactivate,FALSE
Microsoft.ContainerRegistry,registries / eventGridFilters,FALSE
Microsoft.ContainerRegistry,registries / exportPipelines,FALSE
Microsoft.ContainerRegistry,registries / generateCredentials,FALSE
Microsoft.ContainerRegistry,registries / getBuildSourceUploadUrl,FALSE
Microsoft.ContainerRegistry,registries / GetCredentials,FALSE
Microsoft.ContainerRegistry,registries / importImage,FALSE
Microsoft.ContainerRegistry,registries / importPipelines,FALSE
Microsoft.ContainerRegistry,registries / pipelineRuns,FALSE
Microsoft.ContainerRegistry,registries / privateEndpointConnectionProxies,FALSE
Microsoft.ContainerRegistry,registries / privateEndpointConnectionProxies / validate,FALSE
Microsoft.ContainerRegistry,registries / privateEndpointConnections,FALSE
Microsoft.ContainerRegistry,registries / privateLinkResources,FALSE
Microsoft.ContainerRegistry,registries / queueBuild,FALSE
Microsoft.ContainerRegistry,registries / regenerateCredential,FALSE
Microsoft.ContainerRegistry,registries / regenerateCredentials,FALSE
Microsoft.ContainerRegistry,registries / replications,TRUE
Microsoft.ContainerRegistry,registries / runs,FALSE
Microsoft.ContainerRegistry,registries / runs / cancel,FALSE
Microsoft.ContainerRegistry,registries / scheduleRun,FALSE
Microsoft.ContainerRegistry,registries / scopeMaps,FALSE
Microsoft.ContainerRegistry,registries / taskRuns,FALSE
Microsoft.ContainerRegistry,registries / tasks,TRUE
Microsoft.ContainerRegistry,registries / tokens,FALSE
Microsoft.ContainerRegistry,registries / updatePolicies,FALSE
Microsoft.ContainerRegistry,registries / webhooks,TRUE
Microsoft.ContainerRegistry,registries / webhooks / getCallbackConfig,FALSE
Microsoft.ContainerRegistry,registries / webhooks / ping,FALSE
Microsoft.ContainerService,containerServices,TRUE
Microsoft.ContainerService,managedClusters,TRUE
Microsoft.ContainerService,ManagedClusters / eventGridFilters,FALSE
Microsoft.ContainerService,openShiftManagedClusters,TRUE
Microsoft.ContainerService,snapshots,TRUE
Microsoft.CostManagement,Alerts,FALSE
Microsoft.CostManagement,BenefitUtilizationSummaries,FALSE
Microsoft.CostManagement,BillingAccounts,FALSE
Microsoft.CostManagement,Budgets,FALSE
Microsoft.CostManagement,calculatePrice,FALSE
Microsoft.CostManagement,CloudConnectors,FALSE
Microsoft.CostManagement,Connectors,TRUE
Microsoft.CostManagement,costAllocationRules,FALSE
Microsoft.CostManagement,Departments,FALSE
Microsoft.CostManagement,Dimensions,FALSE
Microsoft.CostManagement,EnrollmentAccounts,FALSE
Microsoft.CostManagement,Exports,FALSE
Microsoft.CostManagement,ExternalBillingAccounts,FALSE
Microsoft.CostManagement,ExternalBillingAccounts / Alerts,FALSE
Microsoft.CostManagement,ExternalBillingAccounts / Dimensions,FALSE
Microsoft.CostManagement,ExternalBillingAccounts / Forecast,FALSE
Microsoft.CostManagement,ExternalBillingAccounts / Query,FALSE
Microsoft.CostManagement,ExternalSubscriptions,FALSE
Microsoft.CostManagement,ExternalSubscriptions / Alerts,FALSE
Microsoft.CostManagement,ExternalSubscriptions / Dimensions,FALSE
Microsoft.CostManagement,ExternalSubscriptions / Forecast,FALSE
Microsoft.CostManagement,ExternalSubscriptions / Query,FALSE
Microsoft.CostManagement,fetchPrices,FALSE
Microsoft.CostManagement,Forecast,FALSE
Microsoft.CostManagement,GenerateDetailedCostReport,FALSE
Microsoft.CostManagement,GenerateReservationDetailsReport,FALSE
Microsoft.CostManagement,Insights,FALSE
Microsoft.CostManagement,Query,FALSE
Microsoft.CostManagement,register,FALSE
Microsoft.CostManagement,Reportconfigs,FALSE
Microsoft.CostManagement,Reports,FALSE
Microsoft.CostManagement,ScheduledActions,FALSE
Microsoft.CostManagement,Settings,FALSE
Microsoft.CostManagement,showbackRules,FALSE
Microsoft.CostManagement,Views,FALSE
Microsoft.CustomerLockbox,DisableLockbox,FALSE
Microsoft.CustomerLockbox,EnableLockbox,FALSE
Microsoft.CustomerLockbox,requests,FALSE
Microsoft.CustomerLockbox,TenantOptedIn,FALSE
Microsoft.CustomProviders,associations,FALSE
Microsoft.CustomProviders,resourceProviders,TRUE
Microsoft.D365CustomerInsights,instances,TRUE
Microsoft.Dashboard,grafana,FALSE
Microsoft.DataBox,jobs,TRUE
Microsoft.DataBoxEdge,DataBoxEdgeDevices,TRUE
Microsoft.Databricks,workspaces,TRUE
Microsoft.Databricks,workspaces / dbWorkspaces,FALSE
Microsoft.Databricks,workspaces / virtualNetworkPeerings,FALSE
Microsoft.DataCatalog,catalogs,TRUE
Microsoft.DataFactory,dataFactories,TRUE
Microsoft.DataFactory,dataFactories / diagnosticSettings,FALSE
Microsoft.DataFactory,dataFactories / metricDefinitions,FALSE
Microsoft.DataFactory,dataFactorySchema,FALSE
Microsoft.DataFactory,factories,TRUE
Microsoft.DataFactory,factories / integrationRuntimes,FALSE
Microsoft.DataLakeAnalytics,accounts,TRUE
Microsoft.DataLakeAnalytics,accounts / dataLakeStoreAccounts,FALSE
Microsoft.DataLakeAnalytics,accounts / storageAccounts,FALSE
Microsoft.DataLakeAnalytics,accounts / storageAccounts / containers,FALSE
Microsoft.DataLakeAnalytics,accounts / transferAnalyticsUnits,FALSE
Microsoft.DataLakeStore,accounts,TRUE
Microsoft.DataLakeStore,accounts / eventGridFilters,FALSE
Microsoft.DataLakeStore,accounts / firewallRules,FALSE
Microsoft.DataMigration,DatabaseMigrations,FALSE
Microsoft.DataMigration,services,TRUE
Microsoft.DataMigration,services / projects,TRUE
Microsoft.DataMigration,SqlMigrationServices,TRUE
Microsoft.DataProtection,BackupVaults,TRUE
Microsoft.DataProtection,ResourceGuards,TRUE
Microsoft.DataShare,accounts,TRUE
Microsoft.DataShare,accounts / shares,FALSE
Microsoft.DataShare,accounts / shares / datasets,FALSE
Microsoft.DataShare,accounts / shares / invitations,FALSE
Microsoft.DataShare,accounts / shares / providersharesubscriptions,FALSE
Microsoft.DataShare,accounts / shares / synchronizationSettings,FALSE
Microsoft.DataShare,accounts / sharesubscriptions,FALSE
Microsoft.DataShare,accounts / sharesubscriptions / consumerSourceDataSets,FALSE
Microsoft.DataShare,accounts / sharesubscriptions / datasetmappings,FALSE
Microsoft.DataShare,accounts / sharesubscriptions / triggers,FALSE
Microsoft.DBforMariaDB,servers,TRUE
Microsoft.DBforMariaDB,servers / advisors,FALSE
Microsoft.DBforMariaDB,servers / keys,FALSE
Microsoft.DBforMariaDB,servers / privateEndpointConnectionProxies,FALSE
Microsoft.DBforMariaDB,servers / privateEndpointConnections,FALSE
Microsoft.DBforMariaDB,servers / privateLinkResources,FALSE
Microsoft.DBforMariaDB,servers / queryTexts,FALSE
Microsoft.DBforMariaDB,servers / recoverableServers,FALSE
Microsoft.DBforMariaDB,servers / resetQueryPerformanceInsightData,FALSE
Microsoft.DBforMariaDB,servers / start,FALSE
Microsoft.DBforMariaDB,servers / stop,FALSE
Microsoft.DBforMariaDB,servers / topQueryStatistics,FALSE
Microsoft.DBforMariaDB,servers / virtualNetworkRules,FALSE
Microsoft.DBforMariaDB,servers / waitStatistics,FALSE
Microsoft.DBforMySQL,flexibleServers,TRUE
Microsoft.DBforMySQL,getPrivateDnsZoneSuffix,FALSE
Microsoft.DBforMySQL,servers,TRUE
Microsoft.DBforMySQL,servers / advisors,FALSE
Microsoft.DBforMySQL,servers / keys,FALSE
Microsoft.DBforMySQL,servers / privateEndpointConnectionProxies,FALSE
Microsoft.DBforMySQL,servers / privateEndpointConnections,FALSE
Microsoft.DBforMySQL,servers / privateLinkResources,FALSE
Microsoft.DBforMySQL,servers / queryTexts,FALSE
Microsoft.DBforMySQL,servers / recoverableServers,FALSE
Microsoft.DBforMySQL,servers / resetQueryPerformanceInsightData,FALSE
Microsoft.DBforMySQL,servers / start,FALSE
Microsoft.DBforMySQL,servers / stop,FALSE
Microsoft.DBforMySQL,servers / topQueryStatistics,FALSE
Microsoft.DBforMySQL,servers / upgrade,FALSE
Microsoft.DBforMySQL,servers / virtualNetworkRules,FALSE
Microsoft.DBforMySQL,servers / waitStatistics,FALSE
Microsoft.DBforPostgreSQL,flexibleServers,TRUE
Microsoft.DBforPostgreSQL,getPrivateDnsZoneSuffix,FALSE
Microsoft.DBforPostgreSQL,serverGroups,TRUE
Microsoft.DBforPostgreSQL,serverGroupsv2,TRUE
Microsoft.DBforPostgreSQL,servers,TRUE
Microsoft.DBforPostgreSQL,servers / advisors,FALSE
Microsoft.DBforPostgreSQL,servers / keys,FALSE
Microsoft.DBforPostgreSQL,servers / privateEndpointConnectionProxies,FALSE
Microsoft.DBforPostgreSQL,servers / privateEndpointConnections,FALSE
Microsoft.DBforPostgreSQL,servers / privateLinkResources,FALSE
Microsoft.DBforPostgreSQL,servers / queryTexts,FALSE
Microsoft.DBforPostgreSQL,servers / recoverableServers,FALSE
Microsoft.DBforPostgreSQL,servers / resetQueryPerformanceInsightData,FALSE
Microsoft.DBforPostgreSQL,servers / topQueryStatistics,FALSE
Microsoft.DBforPostgreSQL,servers / virtualNetworkRules,FALSE
Microsoft.DBforPostgreSQL,servers / waitStatistics,FALSE
Microsoft.DBforPostgreSQL,serversv2,TRUE
Microsoft.DelegatedNetwork,controller,TRUE
Microsoft.DelegatedNetwork,delegatedSubnets,TRUE
Microsoft.DelegatedNetwork,orchestrators,TRUE
Microsoft.DeploymentManager,artifactSources,TRUE
Microsoft.DeploymentManager,rollouts,TRUE
Microsoft.DeploymentManager,serviceTopologies,TRUE
Microsoft.DeploymentManager,serviceTopologies / services,TRUE
Microsoft.DeploymentManager,serviceTopologies / services / serviceUnits,TRUE
Microsoft.DeploymentManager,steps,TRUE
Microsoft.DesktopVirtualization,applicationgroups,TRUE
Microsoft.DesktopVirtualization,applicationgroups / applications,FALSE
Microsoft.DesktopVirtualization,applicationgroups / desktops,FALSE
Microsoft.DesktopVirtualization,applicationgroups / startmenuitems,FALSE
Microsoft.DesktopVirtualization,hostpools,TRUE
Microsoft.DesktopVirtualization,hostpools / msixpackages,FALSE
Microsoft.DesktopVirtualization,hostpools / sessionhosts,FALSE
Microsoft.DesktopVirtualization,hostpools / sessionhosts / usersessions,FALSE
Microsoft.DesktopVirtualization,hostpools / usersessions,FALSE
Microsoft.DesktopVirtualization,scalingplans,TRUE
Microsoft.DesktopVirtualization,workspaces,TRUE
Microsoft.Devices,ElasticPools,TRUE
Microsoft.Devices,ElasticPools / IotHubTenants,TRUE
Microsoft.Devices,ElasticPools / IotHubTenants / securitySettings,FALSE
Microsoft.Devices,IotHubs,TRUE
Microsoft.Devices,IotHubs / eventGridFilters,FALSE
Microsoft.Devices,IotHubs / failover,FALSE
Microsoft.Devices,IotHubs / securitySettings,FALSE
Microsoft.Devices,ProvisioningServices,TRUE
Microsoft.Devices,usages,FALSE
Microsoft.DeviceUpdate,accounts,FALSE
Microsoft.DeviceUpdate,accounts / instances,FALSE
Microsoft.DeviceUpdate,registeredSubscriptions,FALSE
Microsoft.DevOps,pipelines,TRUE
Microsoft.DevSpaces,controllers,TRUE
Microsoft.DevTestLab,labcenters,TRUE
Microsoft.DevTestLab,labs,TRUE
Microsoft.DevTestLab,labs / environments,TRUE
Microsoft.DevTestLab,labs / serviceRunners,TRUE
Microsoft.DevTestLab,labs / virtualMachines,TRUE
Microsoft.DevTestLab,schedules,TRUE
Microsoft.Diagnostics,AzureKB,FALSE
Microsoft.Diagnostics,InsightDiagnostics,FALSE
Microsoft.Diagnostics,solutions,FALSE
Microsoft.DigitalTwins,digitalTwinsInstances,TRUE
Microsoft.DigitalTwins,digitalTwinsInstances / endpoints,FALSE
Microsoft.DigitalTwins,digitalTwinsInstances / timeSeriesDatabaseConnections,FALSE
Microsoft.DocumentDB,cassandraClusters,TRUE
Microsoft.DocumentDB,databaseAccountNames,FALSE
Microsoft.DocumentDB,databaseAccounts,TRUE
Microsoft.DocumentDB,restorableDatabaseAccounts,FALSE
Microsoft.DomainRegistration,domains,TRUE
Microsoft.DomainRegistration,domains / domainOwnershipIdentifiers,FALSE
Microsoft.DomainRegistration,generateSsoRequest,FALSE
Microsoft.DomainRegistration,topLevelDomains,FALSE
Microsoft.DomainRegistration,validateDomainRegistrationInformation,FALSE
Microsoft.DynamicsLcs,lcsprojects,FALSE
Microsoft.DynamicsLcs,lcsprojects / clouddeployments,FALSE
Microsoft.DynamicsLcs,lcsprojects / connectors,FALSE
Microsoft.EdgeOrder,addresses,TRUE
Microsoft.EdgeOrder,orderItems,TRUE
Microsoft.EdgeOrder,orders,FALSE
Microsoft.EdgeOrder,productFamiliesMetadata,FALSE
Microsoft.EnterpriseKnowledgeGraph,services,TRUE
Microsoft.EventGrid,domains,TRUE
Microsoft.EventGrid,domains / topics,FALSE
Microsoft.EventGrid,eventSubscriptions,FALSE
Microsoft.EventGrid,extensionTopics,FALSE
Microsoft.EventGrid,partnerNamespaces,TRUE
Microsoft.EventGrid,partnerNamespaces / eventChannels,FALSE
Microsoft.EventGrid,partnerRegistrations,TRUE
Microsoft.EventGrid,partnerTopics,TRUE
Microsoft.EventGrid,partnerTopics / eventSubscriptions,FALSE
Microsoft.EventGrid,systemTopics,TRUE
Microsoft.EventGrid,systemTopics / eventSubscriptions,FALSE
Microsoft.EventGrid,topics,TRUE
Microsoft.EventGrid,topicTypes,FALSE
Microsoft.EventHub,clusters,TRUE
Microsoft.EventHub,namespaces,TRUE
Microsoft.EventHub,namespaces / authorizationrules,FALSE
Microsoft.EventHub,namespaces / disasterrecoveryconfigs,FALSE
Microsoft.EventHub,namespaces / eventhubs,FALSE
Microsoft.EventHub,namespaces / eventhubs / authorizationrules,FALSE
Microsoft.EventHub,namespaces / eventhubs / consumergroups,FALSE
Microsoft.EventHub,namespaces / networkrulesets,FALSE
Microsoft.EventHub,namespaces / privateEndpointConnections,FALSE
Microsoft.Experimentation,experimentWorkspaces,TRUE
Microsoft.Falcon,namespaces,TRUE
Microsoft.Features,featureConfigurations,FALSE
Microsoft.Features,featureProviderNamespaces,FALSE
Microsoft.Features,featureProviders,FALSE
Microsoft.Features,features,FALSE
Microsoft.Features,providers,FALSE
Microsoft.Features,subscriptionFeatureRegistrations,FALSE
Microsoft.Fidalgo,devcenters,FALSE
Microsoft.Fidalgo,devcenters / catalogs,FALSE
Microsoft.Fidalgo,devcenters / catalogs / items,FALSE
Microsoft.Fidalgo,devcenters / environmentTypes,FALSE
Microsoft.Fidalgo,devcenters / mappings,FALSE
Microsoft.Fidalgo,machinedefinitions,FALSE
Microsoft.Fidalgo,networksettings,FALSE
Microsoft.Fidalgo,projects,FALSE
Microsoft.Fidalgo,projects / catalogItems,FALSE
Microsoft.Fidalgo,projects / environments,FALSE
Microsoft.Fidalgo,projects / environments / deployments,FALSE
Microsoft.Fidalgo,projects / environmentTypes,FALSE
Microsoft.Fidalgo,projects / pools,FALSE
Microsoft.FluidRelay,fluidRelayServers,FALSE
Microsoft.FluidRelay,fluidRelayServers / fluidRelayContainers,FALSE
Microsoft.Gallery,enroll,FALSE
Microsoft.Gallery,galleryitems,FALSE
Microsoft.Gallery,generateartifactaccessuri,FALSE
Microsoft.Gallery,myareas,FALSE
Microsoft.Gallery,myareas / areas,FALSE
Microsoft.Gallery,myareas / areas / areas,FALSE
Microsoft.Gallery,myareas / areas / areas / galleryitems,FALSE
Microsoft.Gallery,myareas / areas / galleryitems,FALSE
Microsoft.Gallery,myareas / galleryitems,FALSE
Microsoft.Gallery,register,FALSE
Microsoft.Gallery,resources,FALSE
Microsoft.Gallery,retrieveresourcesbyid,FALSE
Microsoft.Genomics,accounts,TRUE
Microsoft.Graph,AzureAdApplication,FALSE
Microsoft.GuestConfiguration,autoManagedAccounts,TRUE
Microsoft.GuestConfiguration,autoManagedVmConfigurationProfiles,TRUE
Microsoft.GuestConfiguration,configurationProfileAssignments,FALSE
Microsoft.GuestConfiguration,guestConfigurationAssignments,FALSE
Microsoft.GuestConfiguration,software,FALSE
Microsoft.GuestConfiguration,softwareUpdateProfile,FALSE
Microsoft.GuestConfiguration,softwareUpdates,FALSE
Microsoft.HanaOnAzure,hanaInstances,TRUE
Microsoft.HanaOnAzure,sapMonitors,TRUE
Microsoft.HardwareSecurityModules,dedicatedHSMs,TRUE
Microsoft.HDInsight,clusterPools,TRUE
Microsoft.HDInsight,clusterPools / clusters,TRUE
Microsoft.HDInsight,clusterPools / clusters / instanceViews,FALSE
Microsoft.HDInsight,clusterPools / clusters / serviceConfigs,FALSE
Microsoft.HDInsight,clusterPools / clusters / sessionClusters,TRUE
Microsoft.HDInsight,clusterPools / clusters / sessionClusters / instanceViews,FALSE
Microsoft.HDInsight,clusterPools / clusters / sessionClusters / serviceConfigs,FALSE
Microsoft.HDInsight,clusters,TRUE
Microsoft.HDInsight,clusters / applications,FALSE
Microsoft.HealthBot,healthBots,FALSE
Microsoft.HealthcareApis,services,TRUE
Microsoft.HealthcareApis,services / iomtconnectors,FALSE
Microsoft.HealthcareApis,services / iomtconnectors / connections,FALSE
Microsoft.HealthcareApis,services / iomtconnectors / mappings,FALSE
Microsoft.HealthcareApis,services / privateEndpointConnectionProxies,FALSE
Microsoft.HealthcareApis,services / privateEndpointConnections,FALSE
Microsoft.HealthcareApis,services / privateLinkResources,FALSE
Microsoft.HealthcareApis,workspaces,TRUE
Microsoft.HealthcareApis,workspaces / dicomservices,TRUE
Microsoft.HealthcareApis,workspaces / eventGridFilters,FALSE
Microsoft.HealthcareApis,workspaces / fhirservices,TRUE
Microsoft.HealthcareApis,workspaces / iotconnectors,TRUE
Microsoft.HealthcareApis,workspaces / iotconnectors / destinations,FALSE
Microsoft.HealthcareApis,workspaces / iotconnectors / fhirdestinations,FALSE
Microsoft.HealthcareApis,workspaces / privateEndpointConnectionProxies,FALSE
Microsoft.HealthcareApis,workspaces / privateEndpointConnections,FALSE
Microsoft.HealthcareApis,workspaces / privateLinkResources,FALSE
Microsoft.HpcWorkbench,instances,FALSE
Microsoft.HybridCompute,machines,TRUE
Microsoft.HybridCompute,machines / assessPatches,FALSE
Microsoft.HybridCompute,machines / extensions,TRUE
Microsoft.HybridCompute,machines / installPatches,FALSE
Microsoft.HybridCompute,machines / privateLinkScopes,FALSE
Microsoft.HybridCompute,privateLinkScopes,TRUE
Microsoft.HybridCompute,privateLinkScopes / privateEndpointConnectionProxies,FALSE
Microsoft.HybridCompute,privateLinkScopes / privateEndpointConnections,FALSE
Microsoft.HybridConnectivity,endpoints,FALSE
Microsoft.HybridContainerService,provisionedClusters,FALSE
Microsoft.HybridData,dataManagers,TRUE
Microsoft.HybridNetwork,devices,FALSE
Microsoft.HybridNetwork,networkFunctions,FALSE
Microsoft.HybridNetwork,networkFunctionVendors,FALSE
Microsoft.HybridNetwork,registeredSubscriptions,FALSE
Microsoft.HybridNetwork,vendors,FALSE
Microsoft.HybridNetwork,vendors / vendorSkus,FALSE
Microsoft.HybridNetwork,vendors / vendorskus / previewSubscriptions,FALSE
Microsoft.Hydra,components,TRUE
Microsoft.Hydra,networkScopes,TRUE
Microsoft.ImportExport,jobs,TRUE
Microsoft.Intune,diagnosticSettings,FALSE
Microsoft.Intune,diagnosticSettingsCategories,FALSE
Microsoft.IoTCentral,appTemplates,FALSE
Microsoft.IoTCentral,IoTApps,TRUE
Microsoft.IoTSecurity,alertTypes,FALSE
Microsoft.IoTSecurity,defenderSettings,FALSE
Microsoft.IoTSecurity,onPremiseSensors,FALSE
Microsoft.IoTSecurity,recommendationTypes,FALSE
Microsoft.IoTSecurity,sensors,FALSE
Microsoft.IoTSecurity,sites,FALSE
Microsoft.IoTSpaces,Graph,TRUE
Microsoft.KeyVault,deletedManagedHSMs,FALSE
Microsoft.KeyVault,deletedVaults,FALSE
Microsoft.KeyVault,hsmPools,TRUE
Microsoft.KeyVault,managedHSMs,TRUE
Microsoft.KeyVault,vaults,TRUE
Microsoft.KeyVault,vaults / accessPolicies,FALSE
Microsoft.KeyVault,vaults / eventGridFilters,FALSE
Microsoft.KeyVault,vaults / keys,FALSE
Microsoft.KeyVault,vaults / keys / versions,FALSE
Microsoft.KeyVault,vaults / secrets,FALSE
Microsoft.Kubernetes,connectedClusters,FALSE
Microsoft.Kubernetes,registeredSubscriptions,FALSE
Microsoft.KubernetesConfiguration,extensions,FALSE
Microsoft.KubernetesConfiguration,fluxConfigurations,FALSE
Microsoft.KubernetesConfiguration,sourceControlConfigurations,FALSE
Microsoft.Kusto,clusters,TRUE
Microsoft.Kusto,clusters / attacheddatabaseconfigurations,FALSE
Microsoft.Kusto,clusters / databases,FALSE
Microsoft.Kusto,clusters / databases / dataconnections,FALSE
Microsoft.Kusto,clusters / databases / eventhubconnections,FALSE
Microsoft.Kusto,clusters / databases / principalassignments,FALSE
Microsoft.Kusto,clusters / databases / scripts,FALSE
Microsoft.Kusto,clusters / dataconnections,FALSE
Microsoft.Kusto,clusters / principalassignments,FALSE
Microsoft.Kusto,clusters / sharedidentities,FALSE
Microsoft.LabServices,labaccounts,TRUE
Microsoft.LabServices,labplans,TRUE
Microsoft.LabServices,labs,TRUE
Microsoft.LabServices,users,FALSE
Microsoft.LocationServices,accounts,TRUE
Microsoft.Logic,hostingEnvironments,TRUE
Microsoft.Logic,integrationAccounts,TRUE
Microsoft.Logic,integrationServiceEnvironments,TRUE
Microsoft.Logic,integrationServiceEnvironments / managedApis,TRUE
Microsoft.Logic,isolatedEnvironments,TRUE
Microsoft.Logic,workflows,TRUE
Microsoft.MachineLearning,commitmentPlans,TRUE
Microsoft.MachineLearning,webServices,TRUE
Microsoft.MachineLearning,Workspaces,TRUE
Microsoft.MachineLearningServices,aisysteminventories,TRUE
Microsoft.MachineLearningServices,virtualclusters,TRUE
Microsoft.MachineLearningServices,workspaces,TRUE
Microsoft.MachineLearningServices,workspaces / batchEndpoints,TRUE
Microsoft.MachineLearningServices,workspaces / batchEndpoints / deployments,TRUE
Microsoft.MachineLearningServices,workspaces / batchEndpoints / deployments / jobs,FALSE
Microsoft.MachineLearningServices,workspaces / batchEndpoints / jobs,FALSE
Microsoft.MachineLearningServices,workspaces / codes,FALSE
Microsoft.MachineLearningServices,workspaces / codes / versions,FALSE
Microsoft.MachineLearningServices,workspaces / components,FALSE
Microsoft.MachineLearningServices,workspaces / components / versions,FALSE
Microsoft.MachineLearningServices,workspaces / computes,FALSE
Microsoft.MachineLearningServices,workspaces / data,FALSE
Microsoft.MachineLearningServices,workspaces / datasets,FALSE
Microsoft.MachineLearningServices,workspaces / datastores,FALSE
Microsoft.MachineLearningServices,workspaces / environments,FALSE
Microsoft.MachineLearningServices,workspaces / eventGridFilters,FALSE
Microsoft.MachineLearningServices,workspaces / jobs,FALSE
Microsoft.MachineLearningServices,workspaces / labelingJobs,FALSE
Microsoft.MachineLearningServices,workspaces / linkedServices,FALSE
Microsoft.MachineLearningServices,workspaces / models,FALSE
Microsoft.MachineLearningServices,workspaces / models / versions,FALSE
Microsoft.MachineLearningServices,workspaces / onlineEndpoints,TRUE
Microsoft.MachineLearningServices,workspaces / onlineEndpoints / deployments,TRUE
Microsoft.Maintenance,applyUpdates,FALSE
Microsoft.Maintenance,configurationAssignments,FALSE
Microsoft.Maintenance,maintenanceConfigurations,TRUE
Microsoft.Maintenance,publicMaintenanceConfigurations,FALSE
Microsoft.Maintenance,updates,FALSE
Microsoft.ManagedIdentity,Identities,FALSE
Microsoft.ManagedIdentity,userAssignedIdentities,TRUE
Microsoft.ManagedServices,marketplaceRegistrationDefinitions,FALSE
Microsoft.ManagedServices,registrationAssignments,FALSE
Microsoft.ManagedServices,registrationDefinitions,FALSE
Microsoft.Management,getEntities,FALSE
Microsoft.Management,managementGroups,FALSE
Microsoft.Management,managementGroups / settings,FALSE
Microsoft.Management,resources,FALSE
Microsoft.Management,startTenantBackfill,FALSE
Microsoft.Management,tenantBackfillStatus,FALSE
Microsoft.Maps,accounts,TRUE
Microsoft.Maps,accounts / creators,TRUE
Microsoft.Maps,accounts / eventGridFilters,FALSE
Microsoft.Maps,accounts / privateAtlases,TRUE
Microsoft.Marketplace,macc,FALSE
Microsoft.Marketplace,offers,FALSE
Microsoft.Marketplace,offerTypes,FALSE
Microsoft.Marketplace,offerTypes / publishers,FALSE
Microsoft.Marketplace,offerTypes / publishers / offers,FALSE
Microsoft.Marketplace,offerTypes / publishers / offers / plans,FALSE
Microsoft.Marketplace,offerTypes / publishers / offers / plans / agreements,FALSE
Microsoft.Marketplace,offerTypes / publishers / offers / plans / configs,FALSE
Microsoft.Marketplace,offerTypes / publishers / offers / plans / configs / importImage,FALSE
Microsoft.Marketplace,privategalleryitems,FALSE
Microsoft.Marketplace,privateStoreClient,FALSE
Microsoft.Marketplace,privateStores,FALSE
Microsoft.Marketplace,privateStores / AdminRequestApprovals,FALSE
Microsoft.Marketplace,privateStores / billingAccounts,FALSE
Microsoft.Marketplace,privateStores / bulkCollectionsAction,FALSE
Microsoft.Marketplace,privateStores / collections,FALSE
Microsoft.Marketplace,privateStores / collections / offers,FALSE
Microsoft.Marketplace,privateStores / collections / transferOffers,FALSE
Microsoft.Marketplace,privateStores / collectionsToSubscriptionsMapping,FALSE
Microsoft.Marketplace,privateStores / offers,FALSE
Microsoft.Marketplace,privateStores / offers / acknowledgeNotification,FALSE
Microsoft.Marketplace,privateStores / queryApprovedPlans,FALSE
Microsoft.Marketplace,privateStores / queryNotificationsState,FALSE
Microsoft.Marketplace,privateStores / queryOffers,FALSE
Microsoft.Marketplace,privateStores / RequestApprovals,FALSE
Microsoft.Marketplace,privateStores / requestApprovals / query,FALSE
